CustomerID,Recency,Frequency,Monetary,Segment
13414,134,3,1390.5,At Risk
13416,44,2,712.5,Need Attention
13417,5,2,640.83,Potential Loyalist
13418,12,18,6127.43,Champions
13419,64,1,221.06,Normal
13420,150,2,159.85,Hibernating
13421,40,2,1851.08,Need Attention
13422,64,1,2626.3,Normal
13425,108,3,1624.21,At Risk
13426,1,10,3641.32,Champions
13427,19,3,582.6,Potential Loyalist
13428,10,1,218.47,New Customer
13429,11,4,1006.8,Champions
13430,19,2,679.45,Potential Loyalist
13431,67,2,1269.1,Need Attention
13434,74,2,534.24,Hibernating
13435,5,7,3809.8900000000003,Champions
13436,2,1,196.89,New Customer
13437,14,7,3408.06,Champions
13439,255,1,283.71,Hibernating
13441,92,1,296.64,Hibernating
13447,23,3,1129.14,Potential Loyalist
13448,17,6,3539.37,Champions
13449,24,1,291.88,New Customer
13450,27,6,2043.7199999999998,Champions
13451,26,5,2976.15,Champions
13452,259,2,590.0,Hibernating
13453,166,2,356.97999999999996,Hibernating
13455,25,2,1058.34,Potential Loyalist
13456,18,6,1766.72,Champions
13458,7,14,9646.57,Champions
13460,29,2,183.44,Normal
13461,39,3,1445.0,Need Attention
13462,253,1,151.5,Hibernating
13464,58,1,674.68,Normal
13466,184,1,307.9,Hibernating
13467,11,2,1083.71,Potential Loyalist
13468,2,37,5704.97,Champions
13470,99,2,165.0,Hibernating
13471,1,4,2531.58,Champions
13473,61,2,422.64,Need Attention
13474,236,1,229.59,Hibernating
13475,191,4,1431.78,Can't Lose
13476,179,2,1238.47,Hibernating
13477,38,6,1454.58,Loyal
13479,201,2,300.95,Hibernating
13481,46,5,1804.56,Loyal
13482,232,1,184.64,Hibernating
13483,66,1,140.34,Normal
13484,241,1,313.8,Hibernating
13485,233,1,454.24,Hibernating
13486,78,3,1122.41,At Risk
13487,58,3,575.4,Need Attention
13488,17,13,8968.31,Champions
13489,105,4,449.52,Normal
13491,52,10,1215.82,Loyal
13492,136,3,1269.84,At Risk
13493,275,2,618.63,Hibernating
13494,312,1,316.26000000000005,Hibernating
13495,8,5,2044.8700000000001,Champions
13496,11,2,653.33,Potential Loyalist
13497,283,2,348.05,Hibernating
13499,18,5,1159.11,Champions
13500,23,3,1166.77,Potential Loyalist
13501,288,1,1340.32,Hibernating
13502,17,3,292.0,Potential Loyalist
13503,71,1,216.85,Normal
13504,64,1,295.93,Normal
13505,73,4,4393.63,At Risk
13506,316,2,458.52,Hibernating
13507,3,4,2479.16,Champions
13508,244,1,110.97,Hibernating
13509,9,7,979.72,Champions
13510,1,4,1791.56,Champions
13512,261,1,251.21,Hibernating
13513,127,1,205.1,Hibernating
13514,74,1,152.20000000000002,Hibernating
13515,73,4,891.12,At Risk
13516,21,3,1389.41,Potential Loyalist
13517,60,3,2128.42,Need Attention
13518,86,1,659.4399999999999,Hibernating
13519,78,1,122.75,Hibernating
13520,59,6,3624.35,Loyal
13521,1,3,1093.65,Potential Loyalist
13522,30,1,125.80000000000001,New Customer
13523,33,5,3964.88,Champions
13524,41,5,680.1800000000001,Loyal
13525,15,2,628.78,Potential Loyalist
13527,34,7,2287.51,Loyal
13529,79,2,307.76,Hibernating
13531,205,2,483.8,Hibernating
13532,34,1,210.31,Normal
13533,183,3,270.79,Normal
13534,2,25,5870.08,Champions
13536,1,7,3448.29,Champions
13538,43,7,1280.85,Loyal
13539,86,3,631.34,At Risk
13544,40,2,291.41,Need Attention
13546,12,3,626.99,Potential Loyalist
13548,96,2,682.41,Hibernating
13549,26,7,918.2,Loyal
13551,319,1,91.80000000000001,Hibernating
13552,66,12,3740.07,Loyal
13555,74,4,4149.28,At Risk
13557,28,2,584.06,Potential Loyalist
13558,6,4,605.06,Loyal
13560,7,1,174.37,New Customer
13561,216,1,141.85999999999999,Hibernating
13562,82,3,1799.33,At Risk
13563,84,2,777.53,Hibernating
13564,144,3,1749.02,At Risk
13565,19,2,240.22,Normal
13566,41,2,874.71,Need Attention
13568,173,1,192.85,Hibernating
13569,17,2,373.75,Potential Loyalist
13570,243,1,239.49,Hibernating
13571,13,12,2092.32,Champions
13572,206,1,1384.25,Hibernating
13573,50,2,294.4,Need Attention
13575,23,5,732.0699999999999,Loyal
13576,10,18,6717.34,Champions
13577,25,4,1687.6000000000001,Champions
13579,15,2,467.04,Potential Loyalist
13581,309,1,118.0,Hibernating
13583,156,1,781.03,Hibernating
13584,307,1,142.4,Hibernating
13587,64,1,712.4,Normal
13588,16,9,2478.95,Champions
13589,15,2,379.65,Potential Loyalist
13590,11,6,1981.92,Champions
13591,65,3,1117.13,Need Attention
13592,36,4,247.95999999999998,Normal
13593,108,5,2037.0800000000002,At Risk
13594,53,1,396.97,Normal
13596,6,2,697.04,Potential Loyalist
13598,47,1,180.17000000000002,Normal
13599,1,21,5153.67,Champions
13600,312,1,219.52,Hibernating
13601,45,2,693.32,Need Attention
13602,65,1,428.89,Normal
13603,26,1,164.34,New Customer
13606,29,3,280.53999999999996,Potential Loyalist
13607,40,1,678.01,Normal
13610,12,7,1131.88,Champions
13611,89,3,1171.8,At Risk
13614,24,4,1610.46,Champions
13615,319,1,417.69,Hibernating
13617,40,3,544.18,Need Attention
13618,174,1,177.34,Hibernating
13621,117,1,213.85,Hibernating
13623,31,5,747.78,Loyal
13626,253,1,257.23,Hibernating
13627,59,5,1638.47,Loyal
13629,23,11,7792.36,Champions
13630,5,7,2031.78,Champions
13631,100,11,3070.42,At Risk
13632,25,5,2121.27,Champions
13634,33,5,1575.16,Champions
13635,68,1,1071.03,Normal
13636,37,5,949.12,Loyal
13637,52,3,810.5,Need Attention
13638,16,1,122.64,New Customer
13639,74,1,1033.34,Hibernating
13642,216,1,354.8,Hibernating
13643,31,3,519.44,Potential Loyalist
13644,16,4,2624.26,Champions
13645,120,1,252.1,Hibernating
13647,10,4,1678.1200000000001,Champions
13649,257,2,346.6,Hibernating
13650,17,6,1836.34,Champions
13651,35,2,94.2,Normal
13652,46,3,1095.08,Need Attention
13654,43,6,2707.33,Loyal
13655,114,2,932.97,Hibernating
13656,165,2,379.65,Hibernating
13657,11,2,382.14,Potential Loyalist
13658,10,5,2639.17,Champions
13659,206,2,1573.2,Hibernating
13662,86,3,897.76,At Risk
13663,179,1,189.47,Hibernating
13666,60,3,84.65,Normal
13667,149,1,305.02,Hibernating
13668,3,21,6363.59,Champions
13669,51,2,218.55,Normal
13670,75,1,349.7,Hibernating
13672,301,2,186.39000000000001,Hibernating
13673,19,2,396.92,Potential Loyalist
13675,151,2,486.82000000000005,Hibernating
13678,152,1,232.6,Hibernating
13680,1,4,3722.42,Champions
13681,18,4,827.83,Loyal
13682,187,1,59.5,Hibernating
13684,286,1,67.23,Hibernating
13685,3,7,3119.44,Champions
13686,183,1,72.0,Hibernating
13689,63,1,910.0,Normal
13690,59,1,172.25,Normal
13692,25,3,1488.32,Potential Loyalist
13694,4,50,65039.62,Champions
13695,31,15,2504.13,Champions
13697,39,1,151.29999999999998,Normal
13699,155,1,308.58000000000004,Hibernating
13700,26,10,2265.12,Champions
13703,318,1,99.5,Hibernating
13704,5,9,2308.06,Champions
13705,8,3,711.86,Potential Loyalist
13706,303,1,330.79,Hibernating
13707,267,2,806.41,Hibernating
13708,271,1,296.88,Hibernating
13709,4,13,6328.05,Champions
13710,32,1,180.48,New Customer
13711,219,2,252.06,Hibernating
13712,247,1,228.84,Hibernating
13715,281,5,1079.34,Can't Lose
13716,269,1,138.28,Hibernating
13717,32,6,1445.01,Champions
13718,246,2,306.55,Hibernating
13719,15,5,1041.68,Champions
13720,117,4,799.9,At Risk
13721,36,1,524.14,Normal
13722,132,3,2375.41,At Risk
13723,217,1,199.85000000000002,Hibernating
13725,50,8,1980.56,Loyal
13726,39,2,1079.6599999999999,Need Attention
13727,29,2,333.48,Potential Loyalist
13728,37,6,1016.14,Loyal
13730,136,2,752.6,Hibernating
13731,219,2,610.59,Hibernating
13732,28,1,491.86,New Customer
13735,25,4,2885.2400000000002,Champions
13736,5,2,731.9,Potential Loyalist
13737,200,1,339.59999999999997,Hibernating
13739,18,1,216.9,New Customer
13740,241,1,350.75,Hibernating
13741,72,3,668.4300000000001,Need Attention
13742,17,12,3131.02,Champions
13743,3,7,1341.6,Champions
13744,95,2,1156.36,Hibernating
13745,162,1,300.04,Hibernating
13747,374,1,79.6,Hibernating
13748,96,5,948.25,At Risk
13750,54,5,1647.26,Loyal
13751,288,1,296.25,Hibernating
13752,124,6,1186.28,At Risk
13753,288,1,741.26,Hibernating
13754,152,2,282.59999999999997,Hibernating
13755,4,9,2161.35,Champions
13756,2,14,5189.52,Champions
13758,12,7,3190.55,Champions
13759,33,2,659.4100000000001,Potential Loyalist
13760,54,2,286.79,Need Attention
13761,50,2,1070.65,Need Attention
13762,219,1,306.72,Hibernating
13763,63,1,1714.96,Normal
13764,71,3,1521.76,Need Attention
13767,2,37,17220.36,Champions
13769,2,10,2796.51,Champions
13771,64,4,2634.45,Loyal
13772,34,3,1132.13,Need Attention
13774,82,1,345.0,Hibernating
13777,1,33,25977.16,Champions
13778,103,1,178.7,Hibernating
13780,7,2,360.01,Potential Loyalist
13781,251,1,127.84,Hibernating
13782,13,6,912.0,Loyal
13784,10,11,2462.79,Champions
13786,367,1,230.39999999999998,Hibernating
13787,76,2,309.04,Hibernating
13790,4,1,348.8,New Customer
13791,128,2,1516.0,Hibernating
13792,66,2,195.55,Normal
13798,1,57,37153.85,Champions
13799,117,2,688.86,Hibernating
13800,310,1,558.32,Hibernating
13801,67,1,324.8,Normal
13802,139,3,4599.42,At Risk
13803,255,1,277.07,Hibernating
13804,31,7,2635.79,Champions
13805,52,2,924.6,Need Attention
13806,64,1,256.38,Normal
13807,367,1,112.6,Hibernating
13808,6,5,1747.66,Champions
13809,305,1,155.05,Hibernating
13810,29,3,1499.01,Potential Loyalist
13811,184,3,814.5,At Risk
13812,42,3,539.0,Need Attention
13813,40,4,1366.8600000000001,Loyal
13814,92,2,1579.12,Hibernating
13815,22,4,4027.36,Champions
13816,24,2,571.6700000000001,Potential Loyalist
13817,29,2,382.98,Potential Loyalist
13819,302,3,1140.35,At Risk
13821,145,2,385.64,Hibernating
13822,6,2,632.0,Potential Loyalist
13823,19,2,957.66,Potential Loyalist
13824,33,5,1698.94,Champions
13826,176,1,189.5,Hibernating
13827,58,3,412.05,Need Attention
13828,22,1,209.49,New Customer
13831,16,6,2202.99,Champions
13832,19,1,52.199999999999996,New Customer
13833,159,1,384.8,Hibernating
13835,25,4,834.57,Loyal
13837,212,2,271.24,Hibernating
13838,6,4,691.73,Loyal
13841,253,1,85.0,Hibernating
13842,59,9,3385.62,Loyal
13844,11,1,361.62,New Customer
13845,65,1,312.98,Normal
13846,25,3,865.0600000000001,Potential Loyalist
13848,92,3,1255.0,At Risk
13849,52,2,1537.95,Need Attention
13850,129,1,1595.48,Hibernating
13851,96,3,2651.46,At Risk
13853,57,1,1090.14,Normal
13854,9,25,8109.5199999999995,Champions
13856,169,3,388.5,Normal
13858,57,1,216.17,Normal
13859,326,1,201.16,Hibernating
13860,1,5,1245.9,Champions
13862,18,8,2209.36,Champions
13863,248,1,305.78,Hibernating
13865,58,4,501.56,Loyal
13866,74,1,145.67000000000002,Hibernating
13867,31,3,1015.29,Potential Loyalist
13868,7,2,3192.54,Potential Loyalist
13869,123,4,3104.95,At Risk
13870,2,8,2770.94,Champions
13871,23,13,6403.25,Champions
13873,120,3,389.6,Normal
13874,358,1,540.45,Hibernating
13875,54,5,1786.79,Loyal
13876,64,1,122.7,Normal
13877,86,1,117.24,Hibernating
13878,55,1,1281.53,Normal
13880,21,13,3219.77,Champions
13881,4,20,17159.52,Champions
13882,3,5,1191.13,Champions
13883,11,5,2674.48,Champions
13884,7,5,787.6,Loyal
13885,189,2,506.8,Hibernating
13886,71,1,243.56,Normal
13887,204,1,349.55,Hibernating
13888,120,2,605.63,Hibernating
13889,93,1,416.90000000000003,Hibernating
13890,1,10,1883.8100000000002,Champions
13892,27,4,632.97,Loyal
13893,298,1,821.1,Hibernating
13894,24,3,564.62,Potential Loyalist
13895,28,4,2593.07,Champions
13897,50,1,311.16,Normal
13898,326,1,155.93,Hibernating
13899,16,2,388.52,Potential Loyalist
13900,183,3,740.95,At Risk
13901,72,5,2867.2,Loyal
13904,37,2,332.64,Need Attention
13908,80,4,2369.55,At Risk
13911,57,9,2580.91,Loyal
13914,12,2,626.45,Potential Loyalist
13917,50,2,272.04,Need Attention
13918,50,2,1212.8400000000001,Need Attention
13919,59,2,384.81,Need Attention
13922,352,1,172.25,Hibernating
13923,54,1,351.13,Normal
13924,2,6,1838.8500000000001,Champions
13925,93,4,678.25,At Risk
13926,23,1,223.85000000000002,New Customer
13927,75,1,348.99,Hibernating
13928,11,4,464.57,Potential Loyalist
13929,169,2,842.65,Hibernating
13930,58,2,337.34,Need Attention
13931,96,2,1237.53,Hibernating
13932,295,1,307.4,Hibernating
13933,109,2,608.7900000000001,Hibernating
13934,264,1,922.1,Hibernating
13936,180,1,376.58,Hibernating
13937,169,1,158.85,Hibernating
13938,35,1,71.66,Normal
13939,23,3,568.55,Potential Loyalist
13940,17,4,839.14,Loyal
13941,22,5,5112.96,Champions
13946,79,3,561.5699999999999,At Risk
13947,65,1,90.6,Normal
13948,361,1,102.0,Hibernating
13949,3,6,2427.32,Champions
13950,11,4,745.06,Loyal
13951,176,3,674.45,At Risk
13952,218,2,3251.071,Hibernating
13953,7,7,3515.68,Champions
13954,2,2,439.92,Potential Loyalist
13955,154,2,322.96,Normal
13956,5,5,1026.42,Champions
13959,79,3,598.2,At Risk
13960,21,2,230.22,Normal
13962,22,2,169.55,Normal
13963,308,4,664.54,At Risk
13967,146,1,80.7,Hibernating
13969,7,18,9053.94,Champions
13971,19,8,2758.26,Champions
13972,71,2,190.25,Normal
13973,287,1,264.7,Hibernating
13974,49,1,413.59000000000003,Normal
13975,31,6,2526.28,Champions
13976,207,1,357.98,Hibernating
13978,15,2,196.79000000000002,Normal
13979,73,1,869.87,Hibernating
13980,60,1,200.14,Normal
13982,39,4,1871.81,Loyal
13983,30,12,2603.43,Champions
13984,27,5,920.51,Loyal
13985,4,15,7060.13,Champions
13986,17,1,320.46,New Customer
13988,20,6,4147.96,Champions
13989,66,2,1266.08,Need Attention
13990,213,1,311.3,Hibernating
13991,12,6,855.97,Loyal
13992,30,1,76.8,New Customer
13993,43,9,3466.36,Loyal
13994,4,6,2313.14,Champions
13995,15,5,1393.69,Champions
13999,10,12,3901.81,Champions
14000,211,1,635.66,Hibernating
14001,46,3,2043.0800000000002,Need Attention
14002,134,2,529.73,At Risk
14004,43,7,4582.64,Loyal
14005,10,5,2874.72,Champions
14006,116,3,962.19,At Risk
14009,198,2,695.61,At Risk
14012,278,1,328.8,Hibernating
14013,110,3,473.02,Normal
14014,77,1,505.18,Hibernating
14015,53,1,917.34,Normal
14016,162,4,4341.21,At Risk
14019,47,3,1421.61,Need Attention
14020,17,2,642.8,Potential Loyalist
14021,155,3,631.9,At Risk
14022,225,1,440.0,Hibernating
14023,7,2,584.07,Potential Loyalist
14024,122,2,327.7,Normal
14027,61,1,104.82,Normal
14029,63,2,467.66,Need Attention
14030,18,8,2360.09,Champions
14031,7,19,17286.86,Champions
14032,2,11,2975.59,Champions
14034,22,3,651.8199999999999,Potential Loyalist
14035,29,5,1428.02,Champions
14036,285,1,626.65,Hibernating
14037,176,2,147.20000000000002,Normal
14038,78,3,1560.38,At Risk
14039,33,1,152.2,New Customer
14040,41,12,3614.92,Loyal
14041,266,1,141.41,Hibernating
14044,27,4,652.82,Loyal
14045,109,4,1659.75,At Risk
14046,284,1,154.99,Hibernating
14047,9,5,1308.6100000000001,Champions
14048,305,1,409.93,Hibernating
14049,17,4,5681.72,Champions
14050,32,2,746.36,Potential Loyalist
14051,1,23,15610.390000000001,Champions
14052,20,1,225.36,New Customer
14053,124,2,260.25,Normal
14054,65,1,92.46,Normal
14055,106,1,725.6400000000001,Hibernating
14056,1,23,8214.65,Champions
14057,24,17,6217.96,Champions
14059,267,1,183.6,Hibernating
14060,5,19,6140.42,Champions
14062,10,12,10464.85,Champions
14064,29,5,1353.74,Champions
14066,267,1,152.55,Hibernating
14067,64,2,374.7,Need Attention
14068,320,1,265.85,Hibernating
14071,4,8,1438.82,Champions
14073,32,1,151.04,New Customer
14075,5,3,942.26,Potential Loyalist
14076,129,1,122.47,Hibernating
14077,41,5,499.41999999999996,Loyal
14078,102,6,1049.37,At Risk
14079,125,1,375.1,Hibernating
14080,33,1,45.599999999999994,New Customer
14081,302,2,934.52,At Risk
14082,365,1,182.25,Hibernating
14083,4,9,1018.43,Champions
14085,2,18,4448.54,Champions
14087,3,1,194.42,New Customer
14088,10,13,50491.81,Champions
14089,57,1,161.0,Normal
14090,325,1,76.32000000000001,Hibernating
14092,8,14,4076.91,Champions
14093,12,1,442.85,New Customer
14096,4,17,65164.79,Champions
14098,37,1,147.35,Normal
14099,16,11,3104.17,Champions
14100,138,1,194.9,Hibernating
14101,74,6,5976.79,At Risk
14102,5,5,1360.28,Champions
14104,155,2,216.20999999999998,Normal
14105,239,1,1266.23,Hibernating
14107,52,7,2703.23,Loyal
14108,31,2,597.91,Potential Loyalist
14109,73,1,144.2,Hibernating
14110,4,12,5683.15,Champions
14111,14,4,692.85,Loyal
14112,23,7,2915.15,Champions
14113,4,4,1840.42,Champions
14114,274,2,386.53,Normal
14116,20,5,1382.74,Champions
14117,144,1,90.0,Hibernating
14121,4,4,2780.15,Champions
14124,84,1,419.58000000000004,Hibernating
14125,11,3,2740.43,Potential Loyalist
14126,8,3,706.1300000000001,Potential Loyalist
14127,123,3,709.71,At Risk
14128,61,2,637.5,Need Attention
14129,2,5,1123.8600000000001,Champions
14130,319,1,483.86,Hibernating
14132,2,11,3586.0299999999997,Champions
14133,130,3,605.64,At Risk
14135,2,15,4690.31,Champions
14138,2,2,982.3800000000001,Potential Loyalist
14139,46,1,415.82,Normal
14140,4,2,935.05,Potential Loyalist
14141,3,4,915.13,Loyal
14142,373,1,311.81,Hibernating
14143,134,1,115.8,Hibernating
14145,47,4,3742.2,Loyal
14146,9,5,4191.0,Champions
14147,78,2,483.4,Normal
14148,234,1,157.2,Hibernating
14149,221,1,446.62,Hibernating
14150,36,2,658.64,Need Attention
14152,75,2,621.29,At Risk
14154,239,2,1345.62,At Risk
14155,266,1,118.75,Hibernating
14156,10,55,117379.63,Champions
14157,20,2,432.88,Potential Loyalist
14158,40,1,507.66,Normal
14159,20,11,4693.01,Champions
14161,216,3,1110.52,At Risk
14162,174,2,289.36,Normal
14163,87,4,2445.91,At Risk
14164,71,2,1631.77,Need Attention
14165,276,1,122.53999999999999,Hibernating
14167,39,4,574.84,Loyal
14171,98,1,363.79,Hibernating
14173,11,4,450.84,Potential Loyalist
14174,33,1,134.46,New Customer
14175,60,3,3222.3,Need Attention
14176,297,4,576.9000000000001,At Risk
14177,86,4,559.41,At Risk
14178,9,7,1620.93,Champions
14179,41,2,719.78,Need Attention
14180,11,25,4748.52,Champions
14184,67,1,452.89,Normal
14185,331,1,197.65,Hibernating
14188,31,6,2054.36,Champions
14189,2,15,4654.08,Champions
14191,2,13,4684.76,Champions
14193,68,2,853.39,Need Attention
14194,5,21,11349.52,Champions
14195,202,2,1012.0,At Risk
14196,107,1,335.52,Hibernating
14198,18,4,701.4,Loyal
14199,218,1,185.39999999999998,Hibernating
14201,60,7,747.44,Loyal
14204,2,1,161.03,New Customer
14205,17,2,466.7,Potential Loyalist
14206,239,1,328.15999999999997,Hibernating
14208,95,1,151.74,Hibernating
14209,11,6,2073.43,Champions
14210,106,6,1905.8400000000001,At Risk
14211,53,9,2241.1,Loyal
14212,90,1,1070.48,Hibernating
14214,31,5,1004.38,Champions
14215,12,6,1789.72,Champions
14216,3,4,1839.3,Champions
14217,2,17,2004.98,Champions
14218,43,1,169.48000000000002,Normal
14219,4,1,89.94,New Customer
14220,247,2,632.4,At Risk
14221,42,9,3432.8,Loyal
14222,177,1,683.17,Hibernating
14223,92,3,991.13,At Risk
14224,110,4,1050.12,At Risk
14226,29,5,2232.19,Champions
14227,26,10,3350.96,Champions
14229,52,3,1547.2,Need Attention
14231,184,3,925.71,At Risk
14232,43,5,2048.07,Loyal
14233,49,4,1462.72,Loyal
14234,22,4,775.46,Loyal
14235,75,5,3144.86,At Risk
14236,81,2,490.86,At Risk
14237,373,1,161.0,Hibernating
14238,326,1,146.85,Hibernating
14239,43,11,2380.85,Loyal
14240,30,2,890.34,Potential Loyalist
14241,184,1,213.70000000000002,Hibernating
14242,235,2,280.55,Normal
14243,9,10,2588.77,Champions
14245,220,2,1693.45,At Risk
14246,111,3,1474.06,At Risk
14247,278,1,136.76999999999998,Hibernating
14248,318,1,302.58,Hibernating
14250,7,3,1904.05,Potential Loyalist
14251,2,5,2879.7000000000003,Champions
14256,260,2,969.0600000000001,At Risk
14257,64,5,3099.7200000000003,Loyal
14258,9,9,12669.98,Champions
14259,142,1,120.0,Hibernating
14261,51,2,1163.45,Need Attention
14262,8,8,2618.23,Champions
14264,155,2,333.97,Normal
14265,109,2,530.18,At Risk
14267,163,3,1516.24,At Risk
14270,332,1,492.65000000000003,Hibernating
14271,226,1,112.32,Hibernating
14272,74,2,437.96,Normal
14273,51,4,559.97,Loyal
14276,99,3,1119.74,At Risk
14277,15,3,4216.2,Potential Loyalist
14280,197,1,134.04,Hibernating
14282,3,15,3729.34,Champions
14284,31,2,595.25,Potential Loyalist
14285,21,4,1910.01,Champions
14286,24,3,4628.75,Potential Loyalist
14287,8,3,176.63,Normal
14288,213,1,426.6,Hibernating
14289,9,6,911.26,Loyal
14290,11,5,2314.65,Champions
14291,2,11,3883.25,Champions
14292,8,9,4871.93,Champions
14293,3,4,1046.56,Champions
14295,40,1,166.20000000000002,Normal
14297,18,4,1305.33,Champions
14298,8,44,51527.3,Champions
14299,8,9,3965.62,Champions
14300,19,1,43.2,New Customer
14301,117,1,640.14,Hibernating
14304,223,1,383.45,Hibernating
14305,71,3,1858.96,Need Attention
14306,51,2,2093.32,Need Attention
14307,89,6,2995.72,At Risk
14309,8,9,2352.53,Champions
14311,243,1,310.26,Hibernating
14312,47,6,1611.59,Loyal
14314,107,1,120.0,Hibernating
14315,45,6,2481.13,Loyal
14317,65,1,508.58000000000004,Normal
14320,207,2,477.79,Normal
14321,11,5,1530.75,Champions
14323,115,2,605.0600000000001,At Risk
14326,242,1,183.85,Hibernating
14327,163,1,311.65,Hibernating
14329,17,7,5014.84,Champions
14331,124,2,462.65999999999997,Normal
14332,23,3,866.31,Potential Loyalist
14333,68,1,415.2,Normal
14334,17,8,2552.21,Champions
14335,16,2,468.26,Potential Loyalist
14336,17,4,1614.91,Champions
14338,161,2,588.22,At Risk
14339,243,1,309.52,Hibernating
14340,219,1,134.7,Hibernating
14341,45,8,2182.28,Loyal
14342,21,4,668.5600000000001,Loyal
14344,127,8,889.9300000000001,At Risk
14345,39,1,108.97999999999999,Normal
14346,121,2,1021.58,At Risk
14348,260,1,409.57,Hibernating
14349,10,1,133.5,New Customer
14350,274,1,282.93,Hibernating
14351,165,1,51.0,Hibernating
14352,157,4,1078.96,At Risk
14353,215,1,90.6,Hibernating
14354,6,2,163.62,Normal
14355,366,1,174.4,Hibernating
14356,80,2,701.23,At Risk
14357,43,1,225.77,Normal
14359,19,3,912.18,Potential Loyalist
14360,32,4,2128.23,Champions
14362,22,1,161.2,New Customer
14364,109,8,3717.35,At Risk
14367,8,16,9261.52,Champions
14368,320,1,155.0,Hibernating
14371,295,1,100.5,Hibernating
14373,358,1,76.55,Hibernating
14375,185,1,257.68,Hibernating
14377,191,2,617.05,At Risk
14379,44,2,348.1,Need Attention
14381,52,1,202.68,Normal
14382,26,1,626.0699999999999,New Customer
14383,38,3,1247.69,Need Attention
14385,9,3,202.11,Normal
14386,297,1,142.4,Hibernating
14387,33,3,1770.56,Potential Loyalist
14388,10,8,3212.84,Champions
14389,65,2,1043.46,Need Attention
14390,10,9,4652.82,Champions
14393,218,1,67.95,Hibernating
14395,2,9,3507.71,Champions
14396,65,2,487.99,Need Attention
14397,3,19,2612.96,Champions
14400,149,1,574.7,Hibernating
14401,4,13,4051.48,Champions
14403,130,4,1475.81,At Risk
14404,34,6,1474.32,Loyal
14406,119,1,156.75,Hibernating
14407,107,6,2157.73,At Risk
14408,11,7,2606.53,Champions
14409,71,6,2059.4500000000003,Loyal
14410,92,9,1105.07,At Risk
14411,311,1,1063.0,Hibernating
14412,43,2,770.03,Need Attention
14413,362,1,122.7,Hibernating
14414,92,7,1496.98,At Risk
14415,1,13,5900.28,Champions
14416,22,2,490.22,Potential Loyalist
14418,4,3,1937.25,Potential Loyalist
14419,11,6,1058.06,Champions
14420,99,1,387.52,Hibernating
14421,57,2,813.11,Need Attention
14422,1,6,4263.64,Champions
14423,218,1,265.2,Hibernating
14424,18,1,322.08,New Customer
14426,24,10,4481.67,Champions
14427,50,2,363.34000000000003,Need Attention
14428,7,5,1244.83,Champions
14431,303,1,470.36,Hibernating
14432,10,6,2255.51,Champions
14434,22,6,1372.8,Champions
14436,99,1,89.06,Hibernating
14437,366,1,63.0,Hibernating
14438,306,1,131.9,Hibernating
14439,320,1,2661.24,Hibernating
14440,8,5,2357.6800000000003,Champions
14441,1,4,1712.89,Champions
14442,205,2,1589.82,At Risk
14443,54,4,1420.2,Loyal
14446,1,4,1039.58,Champions
14447,19,5,1163.23,Champions
14448,9,2,375.35,Potential Loyalist
14449,19,4,907.1,Loyal
14450,181,3,483.25,Normal
14451,60,2,662.59,Need Attention
14452,11,2,264.44,Potential Loyalist
14453,190,1,119.93,Hibernating
14456,5,9,3062.4,Champions
14457,311,1,113.64,Hibernating
14459,155,1,1837.92,Hibernating
14460,110,3,434.34,Normal
14461,148,3,2103.06,At Risk
14462,66,11,2004.02,Loyal
14463,98,3,529.62,At Risk
14465,247,3,1058.6200000000001,At Risk
14466,29,7,2272.4,Champions
14467,18,4,598.76,Loyal
14470,12,2,461.19,Potential Loyalist
14472,104,8,1936.84,At Risk
14473,74,2,234.34000000000003,Normal
14474,46,1,547.66,Normal
14475,72,3,925.85,Need Attention
14476,257,1,215.7,Hibernating
14477,20,4,1309.6,Champions
14479,254,2,316.25,Normal
14480,11,1,279.05,New Customer
14481,165,2,636.51,At Risk
14482,18,6,2068.15,Champions
14483,282,1,137.1,Hibernating
14484,50,1,321.92,Normal
14485,39,1,165.75,Normal
14487,27,6,1196.33,Champions
14488,68,1,1064.28,Normal
14489,207,1,463.38,Hibernating
14491,175,2,340.93,Normal
14493,7,5,2383.2400000000002,Champions
14494,26,1,139.56,New Customer
14495,51,2,123.8,Normal
14496,312,2,538.8100000000001,At Risk
14497,309,1,475.37,Hibernating
14498,43,5,1957.32,Loyal
14499,26,3,815.32,Potential Loyalist
14500,88,3,356.85,Normal
14501,184,2,251.21,Normal
14502,20,11,2470.67,Champions
14503,3,6,3543.26,Champions
14504,47,4,673.26,Loyal
14505,17,8,5905.64,Champions
14506,17,5,2012.17,Champions
14507,24,6,1383.18,Champions
14508,22,2,276.42,Potential Loyalist
14511,11,5,1314.81,Champions
14512,188,2,275.28,Normal
14513,101,3,455.59000000000003,Normal
14514,61,3,1055.35,Need Attention
14515,18,6,2102.09,Champions
14517,33,2,330.45,Potential Loyalist
14518,64,1,174.37,Normal
14520,2,2,270.6,Potential Loyalist
14522,24,4,974.54,Champions
14523,108,1,241.09,Hibernating
14524,32,9,1867.68,Champions
14525,20,9,4332.2,Champions
14527,3,55,8508.82,Champions
14528,37,1,364.21999999999997,Normal
14529,60,3,620.04,Need Attention
14530,26,6,2925.91,Champions
14532,236,4,932.85,At Risk
14533,25,7,1949.72,Champions
14534,3,18,4447.05,Champions
14535,60,3,2864.19,Need Attention
